,Auction Number,Artwork Number,Title,Technique,Dimensions,Estimated Price,Date of Auction End,Sale Price,Image URL,Number of Authors,1 Author,2 Author,3 Author,1 Author Birth,1 Author Death,2 Author Birth,2 Author Death,3 Author Birth,3 Author Death,Technique Tokenized,Technique Lemmatized,Dim 1,Dim 2,Dim 3,Dimension List,Number of Dimensions,Dimension Units,Number of Artworks,Dominant Colour RGB,Palette Colour RGB,Dominant Colour Name,Palette Colour Names,Year,Month,Day,Day of Week,Hour,Sold,Final Price
417,1222,418,Sem título,"serigrafia sobre papel, assinada alvarez rios, edicao da galeria de s. francisco",Dim. - 20.5 x 15 cm,30,2020-02-02 22:44:15,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada22390_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,serigrafia+papel+assinada+alvarez+rios+edicao+galeria+s+francisco,serigrafia+papel+assinar+alvarez+rio+edicao+galeria+s+francisco,20.5,15,,"['20.5', '15']",2,cm,1,"(197, 195, 188)","[(197, 195, 188), (96, 156, 215), (74, 132, 199), (28, 30, 35), (106, 111, 116), (47, 71, 105), (69, 96, 126), (66, 62, 66), (148, 116, 36)]",silver,"['silver', 'cornflowerblue', 'steelblue', 'black', 'dimgray', 'darkslategray', 'darkslateblue', 'darkslategray', 'sienna']",2020,2,2,Sunday,22,0,0
418,1222,419,Sem título,"gravura sobre papel, picos de acidez, defeito, marcada ap 1909, assinada saul carlos  e datada de 1978",no information,30,2020-02-02 22:44:30,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada22398_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,gravura+papel+picos+acidez+defeito+marcada+ap+assinada+saul+carlos+datada,gravura+papel+pico+acidez+defeito+marcar+ap+assinar+saul+carlo+datar,,,,['no information'],0,no information,0,"(226, 210, 199)","[(228, 212, 202), (133, 118, 107), (171, 155, 144), (212, 190, 171), (196, 177, 166), (157, 140, 123), (188, 172, 155), (156, 132, 118), (180, 172, 164)]",lightgray,"['lightgray', 'gray', 'rosybrown', 'silver', 'darkgray', 'gray', 'darkgray', 'gray', 'darkgray']",2020,2,2,Sunday,22,0,0
419,1222,420,Sem título,"tecnica mista sobre papel, assinada e datada de 1981, assinatura nao identificada",Dim. - 35 x 26.5 cm,60,2020-02-02 22:44:45,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada22396_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,tecnica+mista+papel+assinada+datada+assinatura+identificada,tecnica+misturar+papel+assinar+datar+assinatura+identificar,35,26.5,,"['35', '26.5']",2,cm,1,"(175, 189, 186)","[(196, 199, 190), (65, 112, 131), (51, 84, 78), (115, 157, 171), (112, 140, 123), (148, 177, 178), (93, 108, 112), (156, 198, 232), (140, 148, 140)]",silver,"['silver', 'dimgray', 'darkslategray', 'cadetblue', 'gray', 'darkgray', 'dimgray', 'lightsteelblue', 'gray']",2020,2,2,Sunday,22,0,0
420,1222,421,Sem título,"tinta da china sobre papel, assinada e datada de 1985, autor nao identificado",Dim. - 43 x 61cm,60,2020-02-02 22:45:00,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada22403_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,tinta+china+papel+assinada+datada+autor+identificado,tinta+china+papel+assinar+datar+autor+identificar,43,61,,"['43', '61']",2,cm,1,"(56, 51, 49)","[(55, 50, 48), (227, 223, 221), (135, 130, 129), (108, 99, 98), (100, 100, 96), (179, 175, 173), (111, 108, 100), (164, 155, 155), (164, 164, 156)]",darkslategray,"['darkslategray', 'gainsboro', 'gray', 'dimgray', 'dimgray', 'darkgray', 'dimgray', 'darkgray', 'darkgray']",2020,2,2,Sunday,22,0,0
421,1222,422,"""Retrato de Eduardo Brazão""","tecnica mista sobre papel, assinada e datada de 1918",Dim. - 38 x 32 cm,80,2020-02-02 22:47:59,100,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada24199_p.jpg,1,amarelhe,none,none,1892,1946,no information,no information,no information,no information,tecnica+mista+papel+assinada+datada,tecnica+misturar+papel+assinar+datar,38,32,,"['38', '32']",2,cm,1,"(142, 125, 116)","[(147, 132, 123), (191, 158, 142), (73, 64, 57), (101, 73, 63), (125, 94, 84), (104, 90, 81), (156, 156, 156), (106, 76, 76), (180, 164, 142)]",gray,"['gray', 'rosybrown', 'darkslategray', 'darkolivegreen', 'dimgray', 'dimgray', 'darkgray', 'dimgray', 'rosybrown']",2020,2,2,Sunday,22,1,100
422,1222,423,Sem título,"tinta da china sobre papel, assinada e datada de 1984, autor nao identificado",Dim. - 31 x29cm,60,2020-02-02 22:45:30,60,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada22394_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,tinta+china+papel+assinada+datada+autor+identificado,tinta+china+papel+assinar+datar+autor+identificar,31,29,,"['31', '29']",2,cm,1,"(227, 216, 211)","[(73, 64, 61), (229, 218, 213), (145, 135, 132), (116, 100, 97), (119, 108, 100), (185, 174, 171), (174, 164, 156), (200, 188, 179), (164, 164, 164)]",gainsboro,"['darkslategray', 'gainsboro', 'gray', 'dimgray', 'dimgray', 'darkgray', 'darkgray', 'silver', 'darkgray']",2020,2,2,Sunday,22,1,60
423,1222,424,Sem título,"tecnica mista sobre papel, assinada e datada de 1983, autor nao identificado",Dim. - 39 x 29.5 cm,60,2020-02-02 22:45:45,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada22402_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,tecnica+mista+papel+assinada+datada+autor+identificado,tecnica+misturar+papel+assinar+datar+autor+identificar,39,29.5,,"['39', '29.5']",2,cm,1,"(61, 69, 59)","[(131, 170, 199), (53, 61, 52), (112, 129, 128), (113, 117, 93), (81, 91, 89), (151, 158, 139), (95, 109, 93), (134, 157, 144), (92, 148, 192)]",darkslategray,"['darkgray', 'darkslategray', 'slategray', 'dimgray', 'dimgray', 'darkseagreen', 'dimgray', 'lightslategray', 'steelblue']",2020,2,2,Sunday,22,0,0
424,1222,425,Sem título,"tecnica mista sobre papel , com inscricao esboco de exposicao",Dim. - 42 x 29cm,60,2020-02-02 22:46:00,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada22400_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,tecnica+mista+papel+inscricao+esboco+exposicao,tecnica+misturar+papel+inscricao+esboco+exposicao,42,29,,"['42', '29']",2,cm,1,"(224, 199, 194)","[(224, 209, 206), (186, 68, 72), (203, 105, 85), (203, 115, 119), (193, 68, 46), (224, 153, 129), (218, 155, 161), (227, 173, 89), (172, 140, 140)]",lightgray,"['lightgray', 'indianred', 'indianred', 'palevioletred', 'sienna', 'darksalmon', 'tan', 'sandybrown', 'rosybrown']",2020,2,2,Sunday,22,0,0
425,1222,426,Sem título,"tecnica mista sobre papel , assinada e datada de 1979, autor nao identificado",Dim. - 49 x 64cm,60,2020-02-02 22:46:15,60,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada22405_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,tecnica+mista+papel+assinada+datada+autor+identificado,tecnica+misturar+papel+assinar+datar+autor+identificar,49,64,,"['49', '64']",2,cm,1,"(146, 145, 143)","[(151, 150, 149), (45, 100, 139), (99, 65, 59), (107, 96, 97), (159, 134, 102), (200, 173, 140), (96, 127, 143), (88, 75, 85), (113, 170, 194)]",gray,"['darkgray', 'darkslateblue', 'darkolivegreen', 'dimgray', 'gray', 'tan', 'slategray', 'dimgray', 'cadetblue']",2020,2,2,Sunday,22,1,60
426,1222,427,"""Punk""","guache sobre papel, portugues, assinado, e datado de 1996",Dim. - 195 x 97 cm,60,2020-02-02 22:46:30,60,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada17055_p.jpg,1,maria helena reis,none,none,séc. xx,no information,no information,no information,no information,no information,guache+papel+portugues+assinado+datado,guache+papel+portugue+assinar+datar,195,97,,"['195', '97']",2,cm,1,"(95, 87, 88)","[(179, 159, 154), (81, 78, 85), (30, 32, 38), (143, 124, 117), (152, 151, 157), (90, 31, 28), (130, 85, 29), (123, 124, 126), (156, 156, 148)]",dimgray,"['darkgray', 'darkslategray', 'black', 'gray', 'darkgray', 'maroon', 'saddlebrown', 'gray', 'darkgray']",2020,2,2,Sunday,22,1,60
427,1222,428,"""Eu não sou de ninguém (Florbela Espanca)""","acrilico sobre tela, pequenos defeitos, assinado e datado de 2004",Dim. - 150 x 120 cm,500,2020-02-02 22:46:45,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041924_p.jpg,1,daniela anghel,none,none,1979,no information,no information,no information,no information,no information,acrilico+tela+pequenos+defeitos+assinado+datado,acrilico+tela+pequeno+defeito+assinar+datar,150,120,,"['150', '120']",2,cm,1,"(56, 35, 25)","[(211, 174, 119), (45, 29, 21), (134, 86, 48), (93, 58, 40), (152, 140, 120), (152, 130, 116), (106, 93, 76), (73, 66, 69), (164, 80, 20)]",darkslategray,"['burlywood', 'black', 'sienna', 'darkolivegreen', 'gray', 'gray', 'dimgray', 'darkslategray', 'sienna']",2020,2,2,Sunday,22,0,0
428,1222,429,Portugal à beira mar plantado,"acrilico sobre tela, assinado e datado de 2019",Dim. - 92 x 73 cm,250,2020-02-02 22:47:00,250,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041929_p.jpg,1,luís liberato,none,none,1955,no information,no information,no information,no information,no information,acrilico+tela+assinado+datado,acrilico+tela+assinar+datar,92,73,,"['92', '73']",2,cm,1,"(86, 135, 169)","[(62, 114, 150), (160, 221, 241), (25, 45, 63), (207, 237, 247), (30, 75, 85), (153, 177, 205), (109, 181, 221), (118, 154, 177), (188, 164, 217)]",steelblue,"['steelblue', 'lightblue', 'darkslategray', 'lavender', 'darkslategray', 'lightsteelblue', 'cornflowerblue', 'cadetblue', 'plum']",2020,2,2,Sunday,22,1,250
429,1222,430,#36,"acrilico sobre tela, assinado e datado de 2019",Dim. - 100 x 80 cm,200,2020-02-02 22:47:15,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041927_p.jpg,1,luís liberato,none,none,1955,no information,no information,no information,no information,no information,acrilico+tela+assinado+datado,acrilico+tela+assinar+datar,100,80,,"['100', '80']",2,cm,1,"(55, 54, 66)","[(148, 164, 185), (43, 43, 53), (105, 117, 141), (155, 147, 153), (134, 150, 161), (111, 91, 95), (69, 77, 100), (85, 104, 108), (84, 140, 172)]",darkslategray,"['darkgray', 'darkslategray', 'slategray', 'darkgray', 'lightslategray', 'dimgray', 'darkslategray', 'dimgray', 'steelblue']",2020,2,2,Sunday,22,0,0
430,1222,431,Alegoria,"guache sobre papel, aparentemente nao assinado",Dim. - 45 x 68 cm,350,2020-02-02 22:47:30,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada0039055_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,guache+papel+aparentemente+assinado,guache+papel+aparentemente+assinar,45,68,,"['45', '68']",2,cm,1,"(224, 196, 174)","[(225, 197, 174), (70, 59, 66), (135, 141, 140), (163, 74, 75), (151, 89, 101), (195, 142, 115), (224, 212, 214), (194, 136, 142), (89, 158, 162)]",wheat,"['wheat', 'darkslategray', 'gray', 'sienna', 'dimgray', 'rosybrown', 'gainsboro', 'rosybrown', 'cadetblue']",2020,2,2,Sunday,22,0,0
431,1222,432,"""Porto Seguro - Bahia""","oleo sobre tela, assinado",Dim. - 19 x 25 cm,300,2020-02-02 22:47:45,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041948_p.jpg,1,sérgio telles,none,none,1936,no information,no information,no information,no information,no information,oleo+tela+assinado,oleo+tela+assinar,19,25,,"['19', '25']",2,cm,1,"(200, 188, 181)","[(202, 189, 179), (91, 63, 62), (165, 134, 102), (179, 137, 68), (154, 123, 133), (227, 227, 232), (143, 145, 151), (96, 95, 101), (232, 228, 215)]",silver,"['silver', 'darkolivegreen', 'gray', 'peru', 'gray', 'gainsboro', 'lightslategray', 'dimgray', 'gainsboro']",2020,2,2,Sunday,22,0,0
432,1222,433,Vendedeiras,"oleo sobre madeira, assinado e datado do porto - 1969",Dim. - 20 x 27 cm,400,2020-02-02 22:48:00,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041944_p.jpg,1,sérgio telles,none,none,1936,no information,no information,no information,no information,no information,oleo+madeira+assinado+datado+porto,oleo+madeira+assinar+datar+porto,20,27,,"['20', '27']",2,cm,1,"(159, 136, 146)","[(157, 138, 151), (88, 46, 49), (64, 62, 84), (220, 186, 185), (211, 208, 217), (119, 79, 82), (107, 58, 72), (190, 192, 196), (98, 94, 117)]",rosybrown,"['rosybrown', 'darkslategray', 'darkslategray', 'silver', 'lightgray', 'dimgray', 'dimgray', 'silver', 'dimgray']",2020,2,2,Sunday,22,0,0
433,1222,434,Retrato de senhora,"pastel sobre papel, assinado e datado de 1960",Dim. - 64 x 49 cm,200,2020-02-02 22:48:15,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041934_p.jpg,1,victor câmara,none,none,1921,1998,no information,no information,no information,no information,pastel+papel+assinado+datado,pastel+papel+assinar+datar,64,49,,"['64', '49']",2,cm,1,"(178, 163, 157)","[(178, 165, 161), (65, 64, 68), (168, 137, 118), (110, 84, 80), (119, 114, 118), (135, 101, 90), (213, 206, 202), (220, 174, 163), (140, 124, 132)]",darkgray,"['darkgray', 'darkslategray', 'rosybrown', 'dimgray', 'gray', 'dimgray', 'lightgray', 'tan', 'gray']",2020,2,2,Sunday,22,0,0
434,1222,435,"""A sublimar""","diptico sobre tela, assinado alice valente e datado de 2004",Dim. - (total) 81 x 130 cm,200,2020-02-02 22:48:30,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041931_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,diptico+tela+assinado+alice+valente+datado,diptico+tela+assinar+alice+valente+datar,81,130,,"['81', '130']",2,cm,1,"(128, 128, 138)","[(134, 134, 145), (206, 205, 215), (24, 24, 26), (186, 184, 198), (53, 53, 56), (71, 71, 77), (60, 59, 68), (85, 84, 90), (188, 188, 188)]",gray,"['lightslategray', 'lightgray', 'black', 'silver', 'darkslategray', 'darkslategray', 'darkslategray', 'dimgray', 'silver']",2020,2,2,Sunday,22,0,0
435,1222,436,Retrato de Senhor,"oleo sobre tela, assinado",Dim. - 92 x 73cm,200,2020-02-02 22:48:45,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada040799_p.jpg,1,rolando sá nogueira,none,none,1921,2002,no information,no information,no information,no information,oleo+tela+assinado,oleo+tela+assinar,92,73,,"['92', '73']",2,cm,1,"(82, 76, 66)","[(83, 80, 68), (117, 148, 147), (194, 159, 126), (116, 135, 126), (58, 43, 41), (132, 166, 166), (108, 121, 113), (112, 101, 85), (143, 113, 84)]",darkolivegreen,"['darkolivegreen', 'lightslategray', 'rosybrown', 'gray', 'darkslategray', 'darkseagreen', 'dimgray', 'dimgray', 'dimgray']",2020,2,2,Sunday,22,0,0
436,1222,437,"""Homenagem a Picasso""","multiplo sobre tela, assinado e datado de 1973, numerado 2/3, com dedicatoria",Dim. - 139 x 57 cm,400,2020-02-02 22:49:00,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041881_p.jpg,1,espiga pinto,none,none,1940,2014,no information,no information,no information,no information,multiplo+tela+assinado+datado+numerado+dedicatoria,multiplo+tela+assinar+datar+numerado+dedicatoria,139,57,,"['139', '57']",2,cm,1,"(197, 187, 185)","[(206, 198, 195), (46, 42, 43), (94, 75, 75), (117, 107, 105), (145, 124, 123), (157, 150, 147), (102, 92, 84), (147, 140, 132), (76, 84, 84)]",silver,"['silver', 'darkslategray', 'darkolivegreen', 'dimgray', 'gray', 'darkgray', 'dimgray', 'gray', 'darkslategray']",2020,2,2,Sunday,22,0,0
437,1222,438,Sem título,"tecnica mista sobre papel, pequenos defeitos, assinada e datada de 1999, autor nao identificado",Dim. - 54.5 x 44.5 cm,20,2020-02-02 22:49:15,28,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada035077_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,tecnica+mista+papel+pequenos+defeitos+assinada+datada+autor+identificado,tecnica+misturar+papel+pequeno+defeito+assinar+datar+autor+identificar,54.5,44.5,,"['54.5', '44.5']",2,cm,1,"(159, 139, 112)","[(161, 134, 97), (50, 47, 42), (162, 171, 187), (171, 155, 159), (87, 51, 37), (95, 103, 100), (147, 104, 37), (197, 191, 141), (206, 152, 83)]",gray,"['gray', 'darkslategray', 'darkgray', 'darkgray', 'darkolivegreen', 'dimgray', 'sienna', 'tan', 'peru']",2020,2,2,Sunday,22,1,28
438,1222,439,"""Ballet""","tecnica mista sobre papel, assinado, autor nao identificado e datado de 1954",Dim. - 21 x 29 cm,100,2020-02-02 22:49:30,100,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada04786_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,tecnica+mista+papel+assinado+autor+identificado+datado,tecnica+misturar+papel+assinar+autor+identificar+datar,21,29,,"['21', '29']",2,cm,1,"(157, 138, 117)","[(154, 135, 115), (116, 67, 52), (182, 166, 150), (118, 94, 72), (73, 58, 43), (179, 164, 139), (113, 99, 85), (128, 99, 84), (108, 87, 52)]",gray,"['gray', 'saddlebrown', 'darkgray', 'dimgray', 'darkslategray', 'rosybrown', 'dimgray', 'dimgray', 'darkolivegreen']",2020,2,2,Sunday,22,1,100
439,1222,440,Sem título,"serigrafia sobre papel, assinada e datada de 1996, numerada 66/200",Dim. - 38.5 x 55 cm,30,2020-02-02 22:57:20,160,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada0039173_p.jpg,1,rui azevedo,none,none,1941,no information,no information,no information,no information,no information,serigrafia+papel+assinada+datada+numerada,serigrafia+papel+assinar+datar+numerada,38.5,55,,"['38.5', '55']",2,cm,1,"(202, 202, 202)","[(176, 179, 175), (80, 108, 121), (115, 132, 142), (241, 238, 243), (68, 71, 76), (149, 147, 133), (100, 99, 105), (216, 221, 221), (140, 140, 149)]",lightgray,"['darkgray', 'dimgray', 'slategray', 'whitesmoke', 'darkslategray', 'gray', 'dimgray', 'gainsboro', 'lightslategray']",2020,2,2,Sunday,22,1,160
440,1222,441,Sem título,"oleo sobre tela, assinado e datado de 1993",Dim. - 80 x 64 cm,100,2020-02-02 22:52:58,170,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada00686_p.jpg,1,stella de brito,none,none,1940,no information,no information,no information,no information,no information,oleo+tela+assinado+datado,oleo+tela+assinar+datar,80,64,,"['80', '64']",2,cm,1,"(104, 155, 194)","[(85, 148, 195), (23, 44, 119), (188, 204, 219), (159, 183, 207), (29, 108, 179), (81, 101, 128), (156, 208, 235), (64, 79, 99), (68, 67, 117)]",cadetblue,"['steelblue', 'midnightblue', 'lightsteelblue', 'lightsteelblue', 'steelblue', 'dimgray', 'lightblue', 'darkslategray', 'darkslateblue']",2020,2,2,Sunday,22,1,170
441,1222,442,Sem título,"oleo sobre tela, assinado e datado de 1994",Dim. - 80 x 63 cm,150,2020-02-02 22:51:29,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada00690_p.jpg,1,stella de brito,none,none,1940,no information,no information,no information,no information,no information,oleo+tela+assinado+datado,oleo+tela+assinar+datar,80,63,,"['80', '63']",2,cm,1,"(121, 92, 84)","[(136, 113, 105), (36, 33, 32), (186, 176, 175), (73, 65, 64), (109, 50, 31), (81, 31, 21), (192, 112, 93), (114, 62, 51), (181, 164, 154)]",dimgray,"['gray', 'black', 'darkgray', 'darkslategray', 'saddlebrown', 'maroon', 'indianred', 'saddlebrown', 'darkgray']",2020,2,2,Sunday,22,0,0
442,1222,443,Sem título,"tecnica mista sobre cartao, assinada e datada de 1986",Dim. - 12 x 16 cm,100,2020-02-02 22:50:30,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada040768_p.jpg,1,stella de brito,none,none,1940,no information,no information,no information,no information,no information,tecnica+mista+cartao+assinada+datada,tecnica+misturar+cartao+assinar+datar,12,16,,"['12', '16']",2,cm,1,"(111, 121, 100)","[(114, 126, 106), (202, 201, 186), (33, 46, 32), (164, 175, 174), (168, 192, 171), (163, 166, 144), (71, 75, 36), (68, 76, 64), (53, 50, 35)]",dimgray,"['dimgray', 'silver', 'darkslategray', 'darkgray', 'darkgray', 'darkgray', 'darkolivegreen', 'darkslategray', 'darkslategray']",2020,2,2,Sunday,22,0,0
443,1222,444,"""Lisboa Azul""","serigrafia sobre papel, assinada e datada de 1983, marcada xviii/xxx",Dim. - 32.5 x 48 cm,80,2020-02-02 22:51:17,90,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada040778_p.jpg,1,tomthomaz de mello,none,none,1906,1990,no information,no information,no information,no information,serigrafia+papel+assinada+datada+marcada+xviiixxx,serigrafia+papel+assinar+datar+marcar+xviiixxx,32.5,48,,"['32.5', '48']",2,cm,1,"(132, 160, 174)","[(44, 93, 116), (147, 170, 182), (205, 209, 213), (81, 131, 154), (84, 110, 124), (184, 205, 213), (76, 92, 98), (69, 83, 96), (102, 124, 141)]",lightslategray,"['darkslategray', 'darkgray', 'lightgray', 'steelblue', 'dimgray', 'lightsteelblue', 'dimgray', 'darkslategray', 'slategray']",2020,2,2,Sunday,22,1,90
444,1222,445,Sem título,"serigrafia sobre papel, assinada e datada de 1984, marcada 58/280",Dim. - 40.5 x 33.5 cm,80,2020-02-02 22:55:58,100,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada040780_p.jpg,1,tomthomaz de mello,none,none,1906,1990,no information,no information,no information,no information,serigrafia+papel+assinada+datada+marcada,serigrafia+papel+assinar+datar+marcar,40.5,33.5,,"['40.5', '33.5']",2,cm,1,"(154, 148, 134)","[(138, 118, 98), (63, 57, 49), (163, 192, 193), (217, 193, 171), (141, 68, 45), (134, 73, 63), (191, 184, 163), (188, 142, 120), (159, 159, 149)]",gray,"['gray', 'darkslategray', 'silver', 'silver', 'sienna', 'sienna', 'darkgray', 'rosybrown', 'darkgray']",2020,2,2,Sunday,22,1,100
445,1222,446,Sem título,"serigrafia sobre papel, assinada e datada de 1984, marcada 15/200",Dim. - 45 x 35 cm,80,2020-02-02 22:52:30,130,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada040774_p.jpg,1,tomthomaz de mello,none,none,1906,1990,no information,no information,no information,no information,serigrafia+papel+assinada+datada+marcada,serigrafia+papel+assinar+datar+marcar,45,35,,"['45', '35']",2,cm,1,"(179, 184, 172)","[(175, 181, 170), (70, 85, 73), (116, 128, 113), (214, 214, 208), (137, 143, 120), (104, 110, 89), (136, 139, 132), (102, 107, 101), (204, 219, 212)]",darkgray,"['darkgray', 'darkslategray', 'gray', 'lightgray', 'gray', 'dimgray', 'gray', 'dimgray', 'lightgray']",2020,2,2,Sunday,22,1,130
446,1222,447,Vista de Lisboa,"gravura sobre papel, assinada, datada de 1985, numerada 39/280",Dim. - 24 x 24cm,40,2020-02-02 22:59:08,90,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada042192_p.jpg,1,tomthomaz de mello,none,none,1906,1990,no information,no information,no information,no information,gravura+papel+assinada+datada+numerada,gravura+papel+assinar+datar+numerada,24,24,,"['24', '24']",2,cm,1,"(162, 137, 134)","[(160, 126, 123), (202, 213, 218), (77, 66, 68), (144, 62, 66), (160, 83, 70), (186, 181, 177), (199, 193, 198), (109, 104, 104), (215, 167, 156)]",rosybrown,"['gray', 'lightgray', 'darkslategray', 'sienna', 'sienna', 'silver', 'silver', 'dimgray', 'tan']",2020,2,2,Sunday,22,1,90
447,1222,448,Sem título,"pastel sobre papel, assinado, autor nao identificado",Dim. - 29 x 21 cm,60,2020-02-02 22:51:45,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041773_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,pastel+papel+assinado+autor+identificado,pastel+papel+assinar+autor+identificar,29,21,,"['29', '21']",2,cm,1,"(36, 43, 42)","[(33, 117, 162), (161, 77, 65), (32, 39, 38), (46, 96, 110), (44, 125, 120), (103, 62, 54), (46, 82, 77), (41, 65, 70), (17, 84, 140)]",darkslategray,"['steelblue', 'sienna', 'darkslategray', 'darkslategray', 'seagreen', 'darkolivegreen', 'darkslategray', 'darkslategray', 'teal']",2020,2,2,Sunday,22,0,0
448,1222,449,"""Deep in the light that does nothing but fall""","oleo sobre tela, pequenas faltas na pintura, assinado e datado de 1974",Dim. - 100 x 100 cm,350,2020-02-02 22:52:00,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/_BBN1178_p.jpg,1,uzúmé,none,none,séc. xx,no information,no information,no information,no information,no information,oleo+tela+pequenas+faltas+pintura+assinado+datado,oleo+tela+pequeno+falta+pintura+assinar+datar,100,100,,"['100', '100']",2,cm,1,"(171, 42, 36)","[(175, 42, 36), (114, 32, 22), (79, 26, 14), (136, 37, 29), (204, 52, 43), (173, 64, 61), (172, 89, 75), (145, 11, 15), (181, 73, 77)]",brown,"['firebrick', 'maroon', 'maroon', 'brown', 'firebrick', 'sienna', 'sienna', 'darkred', 'indianred']",2020,2,2,Sunday,22,0,0
449,1222,450,Sem título,"tecnica mista com colagens sobre tela, assinada e datada de 2001",Dim. - 50 x 50 cm,300,2020-02-02 22:52:15,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/_BBP6015_p.jpg,1,sofia lucas,none,none,séc. xx,no information,no information,no information,no information,no information,tecnica+mista+colagens+tela+assinada+datada,tecnica+misturar+colagem+tela+assinar+datar,50,50,,"['50', '50']",2,cm,1,"(198, 145, 115)","[(202, 149, 118), (135, 55, 36), (225, 198, 183), (155, 104, 78), (128, 88, 66), (177, 100, 76), (144, 84, 51), (234, 196, 164), (175, 116, 76)]",rosybrown,"['rosybrown', 'saddlebrown', 'wheat', 'sienna', 'sienna', 'indianred', 'sienna', 'wheat', 'peru']",2020,2,2,Sunday,22,0,0
450,1222,451,Sem título,"tecnica mista sobre tela, pequeno corte na tela, assinada e datada de 2001",Dim. - 97 x 196 cm,700,2020-02-02 22:52:30,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/_BBP6028_p.jpg,1,sofia lucas,none,none,séc. xx,no information,no information,no information,no information,no information,tecnica+mista+tela+pequeno+corte+tela+assinada+datada,tecnica+misturar+tela+pequeno+corte+tela+assinar+datar,97,196,,"['97', '196']",2,cm,1,"(205, 172, 146)","[(204, 169, 142), (129, 60, 39), (227, 215, 204), (164, 104, 81), (164, 88, 56), (146, 129, 108), (193, 128, 89), (100, 84, 62), (240, 220, 188)]",tan,"['tan', 'saddlebrown', 'lightgray', 'sienna', 'sienna', 'gray', 'peru', 'darkolivegreen', 'wheat']",2020,2,2,Sunday,22,0,0
